diyogon 32879 Sun Aug 28 17:19:58 2016

Avatar 0:(0,0) Moving east.
0:(9,3) 1:(28,5) 2:(8,11) 3:(18,21) Avatar 1:(28,5) Moving north.
0:(9,3) 1:(28,4) 2:(8,11) 3:(18,21) Avatar 2:(8,11) Moving north.
0:(9,3) 1:(28,4) 2:(8,10) 3:(18,21) Avatar 3:(18,21) Moving east.
0:(9,3) 1:(28,4) 2:(8,10) 3:(18,21) Avatar 0:(9,3) Moving west.
0:(8,3) 1:(28,4) 2:(8,10) 3:(18,21) Avatar 1:(28,4) Moving west.
0:(8,3) 1:(27,4) 2:(8,10) 3:(18,21) Avatar 2:(8,10) Moving north.
0:(8,3) 1:(27,4) 2:(8,10) 3:(18,21) Avatar 3:(18,21) Moving west.
0:(8,3) 1:(27,4) 2:(8,10) 3:(17,21) Avatar 0:(8,3) Moving north.
0:(8,3) 1:(27,4) 2:(8,10) 3:(17,21) Avatar 1:(27,4) Moving west.
0:(8,3) 1:(26,4) 2:(8,10) 3:(17,21) Avatar 2:(8,10) Moving east.
0:(8,3) 1:(26,4) 2:(8,10) 3:(17,21) Avatar 3:(17,21) Moving north.
0:(8,3) 1:(26,4) 2:(8,10) 3:(17,21) Avatar 0:(8,3) Moving south.
0:(8,4) 1:(26,4) 2:(8,10) 3:(17,21) Avatar 1:(26,4) Moving north.
0:(8,4) 1:(26,4) 2:(8,10) 3:(17,21) Avatar 2:(8,10) Moving west.
0:(8,4) 1:(26,4) 2:(7,10) 3:(17,21) Avatar 3:(17,21) Moving south.
0:(8,4) 1:(26,4) 2:(7,10) 3:(17,21) Avatar 0:(8,4) Moving east.
0:(8,4) 1:(26,4) 2:(7,10) 3:(17,21) Avatar 1:(26,4) Moving south.
0:(8,4) 1:(26,5) 2:(7,10) 3:(17,21) Avatar 2:(7,10) Moving north.
0:(8,4) 1:(26,5) 2:(7,9) 3:(17,21) Avatar 3:(17,21) Moving west.
0:(8,4) 1:(26,5) 2:(7,9) 3:(16,21) Avatar 0:(8,4) Moving south.
0:(8,4) 1:(26,5) 2:(7,9) 3:(16,21) Avatar 1:(26,5) Moving east.
0:(8,4) 1:(26,5) 2:(7,9) 3:(16,21) Avatar 2:(7,9) Moving north.
0:(8,4) 1:(26,5) 2:(7,8) 3:(16,21) Avatar 3:(16,21) Moving north.
0:(8,4) 1:(26,5) 2:(7,8) 3:(16,21) Avatar 0:(8,4) Moving west.
0:(8,4) 1:(26,5) 2:(7,8) 3:(16,21) Avatar 1:(26,5) Moving south.
0:(8,4) 1:(26,5) 2:(7,8) 3:(16,21) Avatar 2:(7,8) Moving north.
0:(8,4) 1:(26,5) 2:(7,8) 3:(16,21) Avatar 3:(16,21) Moving south.
0:(8,4) 1:(26,5) 2:(7,8) 3:(16,22) Avatar 0:(8,4) Moving north.
0:(8,3) 1:(26,5) 2:(7,8) 3:(16,22) Avatar 1:(26,5) Moving west.
0:(8,3) 1:(26,5) 2:(7,8) 3:(16,22) Avatar 2:(7,8) Moving east.
0:(8,3) 1:(26,5) 2:(7,8) 3:(16,22) Avatar 3:(16,22) Moving east.
0:(8,3) 1:(26,5) 2:(7,8) 3:(16,22) Avatar 0:(8,3) Moving west.
0:(8,3) 1:(26,5) 2:(7,8) 3:(16,22) Avatar 1:(26,5) Moving north.
0:(8,3) 1:(26,4) 2:(7,8) 3:(16,22) Avatar 2:(7,8) Moving west.
0:(8,3) 1:(26,4) 2:(6,8) 3:(16,22) Avatar 3:(16,22) Moving south.
0:(8,3) 1:(26,4) 2:(6,8) 3:(16,23) Avatar 0:(8,3) Moving east.
0:(9,3) 1:(26,4) 2:(6,8) 3:(16,23) Avatar 1:(26,4) Moving west.
0:(9,3) 1:(25,4) 2:(6,8) 3:(16,23) Avatar 2:(6,8) Moving north.
0:(9,3) 1:(25,4) 2:(6,8) 3:(16,23) Avatar 3:(16,23) Moving east.
0:(9,3) 1:(25,4) 2:(6,8) 3:(17,23) Avatar 0:(9,3) Moving north.
0:(9,2) 1:(25,4) 2:(6,8) 3:(17,23) Avatar 1:(25,4) Moving north.
0:(9,2) 1:(25,4) 2:(6,8) 3:(17,23) Avatar 2:(6,8) Moving south.
0:(9,2) 1:(25,4) 2:(6,8) 3:(17,23) Avatar 3:(17,23) Moving north.
0:(9,2) 1:(25,4) 2:(6,8) 3:(17,22) Avatar 0:(9,2) Moving west.
0:(9,2) 1:(25,4) 2:(6,8) 3:(17,22) Avatar 1:(25,4) Moving south.
0:(9,2) 1:(25,4) 2:(6,8) 3:(17,22) Avatar 2:(6,8) Moving west.
0:(9,2) 1:(25,4) 2:(5,8) 3:(17,22) Avatar 3:(17,22) Moving east.
0:(9,2) 1:(25,4) 2:(5,8) 3:(17,22) Avatar 0:(9,2) Moving east.
0:(10,2) 1:(25,4) 2:(5,8) 3:(17,22) Avatar 1:(25,4) Moving west.
0:(10,2) 1:(25,4) 2:(5,8) 3:(17,22) Avatar 2:(5,8) Moving north.
0:(10,2) 1:(25,4) 2:(5,8) 3:(17,22) Avatar 3:(17,22) Moving south.
0:(10,2) 1:(25,4) 2:(5,8) 3:(17,23) Avatar 0:(10,2) Moving south.
0:(10,3) 1:(25,4) 2:(5,8) 3:(17,23) Avatar 1:(25,4) Moving east.
0:(10,3) 1:(26,4) 2:(5,8) 3:(17,23) Avatar 2:(5,8) Moving south.
0:(10,3) 1:(26,4) 2:(5,8) 3:(17,23) Avatar 3:(17,23) Moving east.
0:(10,3) 1:(26,4) 2:(5,8) 3:(18,23) Avatar 0:(10,3) Moving east.
0:(10,3) 1:(26,4) 2:(5,8) 3:(18,23) Avatar 1:(26,4) Moving east.
0:(10,3) 1:(27,4) 2:(5,8) 3:(18,23) Avatar 2:(5,8) Moving west.
0:(10,3) 1:(27,4) 2:(4,8) 3:(18,23) Avatar 3:(18,23) Moving north.
0:(10,3) 1:(27,4) 2:(4,8) 3:(18,23) Avatar 0:(10,3) Moving south.
0:(10,4) 1:(27,4) 2:(4,8) 3:(18,23) Avatar 1:(27,4) Moving south.
0:(10,4) 1:(27,5) 2:(4,8) 3:(18,23) Avatar 2:(4,8) Moving north.
0:(10,4) 1:(27,5) 2:(4,8) 3:(18,23) Avatar 3:(18,23) Moving east.
0:(10,4) 1:(27,5) 2:(4,8) 3:(18,23) Avatar 0:(10,4) Moving east.
0:(10,4) 1:(27,5) 2:(4,8) 3:(18,23) Avatar 1:(27,5) Moving south.
0:(10,4) 1:(27,6) 2:(4,8) 3:(18,23) Avatar 2:(4,8) Moving south.
0:(10,4) 1:(27,6) 2:(4,9) 3:(18,23) Avatar 3:(18,23) Moving south.
0:(10,4) 1:(27,6) 2:(4,9) 3:(18,24) Avatar 0:(10,4) Moving west.
0:(9,4) 1:(27,6) 2:(4,9) 3:(18,24) Avatar 1:(27,6) Moving west.
0:(9,4) 1:(27,6) 2:(4,9) 3:(18,24) Avatar 2:(4,9) Moving east.
0:(9,4) 1:(27,6) 2:(4,9) 3:(18,24) Avatar 3:(18,24) Moving east.
0:(9,4) 1:(27,6) 2:(4,9) 3:(18,24) Avatar 0:(9,4) Moving south.
0:(9,5) 1:(27,6) 2:(4,9) 3:(18,24) Avatar 1:(27,6) Moving east.
